name,description,wikipedia_url,wikidata_id,birth_date,death_date,cause_of_death,manner_of_death,age_status,minimum_lifespan_days,maximum_lifespan_days,possible_age_range,occupations,wikipedia_cause_of_death,wikipedia_cause_of_death_qids,wikipedia_manner_of_death,wikipedia_manner_of_death_qids,wikipedia_occupations,wikipedia_occupation_qids,wikipedia_death_review_status
Trentino La Barba,Italian soldier,https://en.wikipedia.org/wiki/Trentino_La_Barba,Q1297179,1915,1943-10-05,,,possible,10140,10504,"27 years, 278 days to 28 years, 277 days",partisan; soldier,,,,,,,
Siegfried Graetschus,German SS officer,https://en.wikipedia.org/wiki/Siegfried_Graetschus,Q106064,1916-06-09,1943-10-14,injury,homicide,confirmed,9988,9988,"27 years, 127 days",,,,,,,,
Ivan Sytov,Soviet flying ace,https://en.wikipedia.org/wiki/Ivan_Sytov,Q11927016,1916-06-13,1943-10-16,,death in battle,confirmed,9986,9986,"27 years, 125 days",flying ace,,,,,,,
James Alexander,English cricketer,https://en.wikipedia.org/wiki/James_Alexander_(cricketer),Q23580716,1916-09-03,1943-10-23,,,confirmed,9911,9911,"27 years, 50 days",cricketer,,,,,,,
Leonard Siffleet,"Australian soldier, beheaded by the Japanese in 1943",https://en.wikipedia.org/wiki/Leonard_Siffleet,Q5195494,1916-01-14,1943-10-24,decapitation; execution,death in battle; extra-judicial killing; unnatural death,confirmed,10145,10145,"27 years, 283 days",military officer,,,,,,,
Mateen Ansari,Indian Army officer,https://en.wikipedia.org/wiki/Mateen_Ansari,Q6786367,1915,1943-10-29,decapitation,,possible,10164,10528,"27 years, 302 days to 28 years, 301 days",military personnel,,,,,,,
Lee Kizzire,American football player,https://en.wikipedia.org/wiki/Lee_Kizzire,Q6514329,1915-12-21,1943-11,,,confirmed,10177,10206,"27 years, 315 days to 27 years, 344 days",American football player,,,,,,,
Joachim Dittmer,German infantry commander and recipient,https://en.wikipedia.org/wiki/Joachim_Dittmer,Q35674995,1915-11-26,1943-11-03,,,confirmed,10204,10204,"27 years, 342 days",,,,,,,,
Georg Staats,German World War II U-boat commander,https://en.wikipedia.org/wiki/Georg_Staats,Q4526653,1916-03-13,1943-11-12,,,confirmed,10105,10105,"27 years, 244 days",Marineoffizier; soldier; submariner,,,,,,,
Ivo Lola Ribar,Yugoslav Partisan leader,https://en.wikipedia.org/wiki/Ivo_Lola_Ribar,Q1265884,1916-04-23,1943-11-27,airstrike,,confirmed,10079,10079,"27 years, 218 days",partisan; politician,,,,,,,
Robin Whetherly,English cricketer,https://en.wikipedia.org/wiki/Robin_Whetherly,Q18737261,1916-07-23,1943-11-27,,,confirmed,9988,9988,"27 years, 127 days",cricketer,,,,,,,
Adolf Pietrasiak,Polish fighter pilot and officer,https://en.wikipedia.org/wiki/Adolf_Pietrasiak,Q9141110,1916-11-17,1943-11-29,,,confirmed,9873,9873,"27 years, 12 days",flying ace; military officer,,,,,,,
Mikio Hasemoto,United States Army Medal of Honor recipient,https://en.wikipedia.org/wiki/Mikio_Hasemoto,Q3246701,1916-07-13,1943-11-29; 1943-12-01,,,confirmed,10000,10002,"27 years, 139 days to 27 years, 141 days",military personnel,,,,,,,
Harry Silk,British recipient of the George Cross,https://en.wikipedia.org/wiki/Harry_Silk,Q5672367,1916-08-14,1943-12-04,,,confirmed,9973,9973,"27 years, 112 days",military personnel,,,,,,,
Tristan Ballance,English cricketer and British Army officer,https://en.wikipedia.org/wiki/Tristan_Ballance,Q65613055,1916-04-21,1943-12-04,,,confirmed,10088,10088,"27 years, 227 days",cricketer; military personnel,,,,,,,
Trevor Freeman,Peerage person ID=335751,https://en.wikipedia.org/wiki/Trevor_Freeman,Q75790906,1916-06-05,1943-12-17,,,confirmed,10056,10056,"27 years, 195 days",,,,,,,,
Addi Bâ,French resistance member in World War 2,https://en.wikipedia.org/wiki/Addi_B%C3%A2,Q2824137,1916,1943-12-18,gunshot wound,capital punishment,possible,9848,10213,"26 years, 352 days to 27 years, 351 days",French resistance fighter; resistance fighter,,,,,,,
Dimitar Spisarevski,Bulgarian aviator,https://en.wikipedia.org/wiki/Dimitar_Spisarevski,Q4431343,1916-07-19,1943-12-20,,aerial ramming; suicide,confirmed,10015,10015,"27 years, 154 days",aircraft pilot; fighter pilot; military officer; military personnel,,,,,,,
William Dyess,United States air force officer,https://en.wikipedia.org/wiki/William_E._Dyess,Q8008170,1916-08-09,1943-12-22,,,confirmed,9996,9996,"27 years, 135 days",aircraft pilot,,,,,,,
Janko Gredelj,Yugoslav partisan,https://en.wikipedia.org/wiki/Janko_Gredelj,Q6154837,1916-03-28,1943-12-23,,,confirmed,10131,10131,"27 years, 270 days",politician,,,,,,,
William Maxfield,English cyclist,https://en.wikipedia.org/wiki/William_Maxfield_(cyclist),Q65598482,1916,1943-12-27,,,possible,9857,10222,"26 years, 361 days to 27 years, 360 days",sport cyclist,,,,,,,
Hiley Bamsey,footballer,https://en.wikipedia.org/wiki/Hiley_Bamsey,Q94372480,1916-10-08,1943-12-31,,,confirmed,9945,9945,"27 years, 84 days",association football player,,,,,,,
Calel Perechodnik,Otwock Jewish Ghetto Police agent and resistance fighter in the Warsaw uprising,https://en.wikipedia.org/wiki/Calel_Perechodnik,Q951881,1916-09-08,1944,,,possible,9976,10341,"27 years, 115 days to 28 years, 114 days",agricultural engineer; agronomist; diarist; police officer,,,,,,,
Don Wemple,American football player,https://en.wikipedia.org/wiki/Don_Wemple,Q5293702,1917-10-14,1944,,,possible,9575,9940,"26 years, 79 days to 27 years, 78 days",American football player; military personnel,,,,,,,
Ernest Hall,English footballer,https://en.wikipedia.org/wiki/Ernest_Hall_(footballer),Q5393198,1916-08-06,1944,,,possible,10009,10374,"27 years, 148 days to 28 years, 147 days",association football player,,,,,,,
Evalyn Bostock,english-American actress,https://en.wikipedia.org/wiki/Evalyn_Bostock,Q114592408,1917-03-08,1944,,,possible,9795,10160,"26 years, 299 days to 27 years, 298 days",actor; film actor,,,,,,,
Jack Simpson,Australian rugby league footballer,https://en.wikipedia.org/wiki/Jack_Simpson_(rugby_league),Q65053326,1917,1944,,,possible,9497,10226,"26 years, 1 day to 27 years, 365 days",military personnel; rugby league player,,,,,,,
María Scheller Zambrano,Argentine composer,https://en.wikipedia.org/wiki/Mar%C3%ADa_Scheller_Zambrano,Q59662067,1917,1944,,,possible,9497,10226,"26 years, 1 day to 27 years, 365 days",composer,,,,,,,
Nemesio de Guzman,Filipino sprinter,https://en.wikipedia.org/wiki/Nemesio_de_Guzman,Q30133329,1916-12-08,1944,,,possible,9885,10250,"27 years, 24 days to 28 years, 23 days",sprinter,,,,,,,
Zuzanna Ginczanka,Polish writer,https://en.wikipedia.org/wiki/Zuzanna_Ginczanka,Q8075489,1917-03-21,1944,,homicide,possible,9782,10147,"26 years, 286 days to 27 years, 285 days",linguist; poet; translator; writer,,,,,,,
Lance C. Wade,United States-born British flying ace,https://en.wikipedia.org/wiki/Lance_C._Wade,Q6483342,1916-11-18,1944-01-12,,,confirmed,9916,9916,"27 years, 55 days",flying ace,,,,,,,
John Verdun Newton,Australian politician,https://en.wikipedia.org/wiki/John_Verdun_Newton,Q18639986,1916-04-12,1944-01-14,,,confirmed,10138,10138,"27 years, 277 days",politician,,,,,,,
Heinrich Prinz zu Sayn-Wittgenstein,German officer and fighter pilot during World War II,https://en.wikipedia.org/wiki/Heinrich_Prinz_zu_Sayn-Wittgenstein,Q70644,1916-08-14,1944-01-21,,death in battle,confirmed,10021,10021,"27 years, 160 days",aircraft pilot; military personnel,,,,,,,
John Wesley Johnson Jr.,American baseball player,https://en.wikipedia.org/wiki/John_Wesley_Johnson_Jr.,Q108284006,1916-03-03,1944-02-09,,,confirmed,10204,10204,"27 years, 343 days",baseball player,,,,,,,
Theodore Kara,American boxer,https://en.wikipedia.org/wiki/Theodore_Kara,Q7781863,1916-04-02,1944-02-14,,,confirmed,10179,10179,"27 years, 318 days",boxer,,,,,,,
Osman Kasayev,Soviet military personnel,https://en.wikipedia.org/wiki/Osman_Kasaev,Q15068427,1916-10-11,1944-02-18,,,confirmed,9991,9991,"27 years, 130 days",military personnel,,,,,,,
Celestino Alfonso,Spanish republican,https://en.wikipedia.org/wiki/Celestino_Alfonso,Q2943919,1916-05-01,1944-02-21,gunshot wound,,confirmed,10157,10157,"27 years, 296 days",French resistance fighter; military personnel; partisan; woodworker,,,,,,,
David Day,English cricketer and British Army officer,https://en.wikipedia.org/wiki/David_Day_(cricketer),Q105078785,1916-03-30,1944-02-22,,,confirmed,10190,10190,"27 years, 329 days",cricketer; military personnel,,,,,,,
Tuleugali Abdybekov,soviet sniper,https://en.wikipedia.org/wiki/Tuleugali_Abdybekov,Q4054646,1916-09,1944-02-23,,,confirmed,10007,10036,"27 years, 146 days to 27 years, 175 days",sniper,,,,,,,
Gerhard Loos,German flying ace,https://en.wikipedia.org/wiki/Gerhard_Loos,Q5550717,1916-08-21,1944-03-06,,death in battle,confirmed,10059,10059,"27 years, 198 days",airman,,,,,,,
Thomas J. Lynch,American World War II fighter ace,https://en.wikipedia.org/wiki/Thomas_J._Lynch,Q27924884,1916-12-09,1944-03-08,,death in battle,confirmed,9951,9951,"27 years, 90 days",airman,,,,,,,
Emil Bitsch,German World War II fighter pilot,https://en.wikipedia.org/wiki/Emil_Bitsch,Q5371185,1916-06-14,1944-03-15,,,confirmed,10136,10136,"27 years, 275 days",flying ace; military officer,,,,,,,
Henri Picard,Belgian fighter pilot,https://en.wikipedia.org/wiki/Henri_Picard,Q2380533,1916-04-17,1944-03-25,gunshot wound,,confirmed,10204,10204,"27 years, 343 days",aircraft pilot,,,,,,,
Hedley Fowler,Royal Air Force pilot,https://en.wikipedia.org/wiki/Hedley_Fowler,Q5697459,1916-06-08,1944-03-26,,,confirmed,10153,10153,"27 years, 292 days",aircraft pilot,,,,,,,
Leslie George Bull,Royal Air Force officer,https://en.wikipedia.org/wiki/Leslie_George_Bull,Q20870304,1916-08-07,1944-03-29,,,confirmed,10096,10096,"27 years, 235 days",military personnel,,,,,,,
Al Hake,Australian pilot,https://en.wikipedia.org/wiki/Al_Hake,Q20984641,1916-06-30,1944-03-31,execution by shooting,,confirmed,10136,10136,"27 years, 275 days",military personnel,,,,,,,
Sharifzyan Kazanbaev,tatar Red Army sergeant major of Soviet Union,https://en.wikipedia.org/wiki/Sharifzyan_Kazanbaev,Q13208417,1916-11-16,1944-04-01,,,confirmed,9998,9998,"27 years, 137 days",military personnel,,,,,,,
Richard John Cork,British flying ace,https://en.wikipedia.org/wiki/Richard_John_Cork,Q15434152,1917-04-04,1944-04-14,,,confirmed,9872,9872,"27 years, 10 days",aircraft pilot,,,,,,,
Pius Butz,,https://en.wikipedia.org/wiki/Pius_Butz,Q10350139,1916-04-23,1944-04-16,,,confirmed,10220,10220,"27 years, 359 days",,,,,,,,
Elmer Gedeon,"United States Army Air Force Captain, Major League Baseball player, one of two MLB players killed in World War II",https://en.wikipedia.org/wiki/Elmer_Gedeon,Q2306581,1917-04-15,1944-04-20,,death in battle,confirmed,9867,9867,"27 years, 5 days",American football player; athletics competitor; baseball player; military personnel,,,,,,,
Gerry Atwell,Australian rugby league player and soldier,https://en.wikipedia.org/wiki/Gerry_Atwell,Q97451323,1917-01-16,1944-04-20,,,confirmed,9956,9956,"27 years, 95 days",military personnel; rugby league player,,,,,,,
Allen L. Seaman,United States Navy officer and Navy Cross recipient,https://en.wikipedia.org/wiki/Allen_L._Seaman,Q4731747,1916-12-21,1944-05-01,,,confirmed,9993,9993,"27 years, 132 days",military officer,,,,,,,
David Clyne,footballer,https://en.wikipedia.org/wiki/David_Clyne,Q33395197,1916-07-01,1944-05-12,,,confirmed,10177,10177,"27 years, 316 days",association football player,,,,,,,
Wolfgang Martin,German bomber pilot and Knight's Cross recipient,https://en.wikipedia.org/wiki/Wolfgang_Martin_(pilot),Q8030100,1916-09-11,1944-05-13,,,confirmed,10106,10106,"27 years, 245 days",,,,,,,,
John W. Dutko,United States Army Medal of Honor recipient,https://en.wikipedia.org/wiki/John_W._Dutko,Q6262251,1916-10-24,1944-05-23,,,confirmed,10073,10073,"27 years, 212 days",military personnel,,,,,,,
Otto Menges,German paratrooper and Knight's Cross recipient,https://en.wikipedia.org/wiki/Otto_Menges,Q15995950,1917-05-09,1944-05-24,,,confirmed,9877,9877,"27 years, 15 days",,,,,,,,
Sylvester Antolak,United States Army Medal of Honor recipient,https://en.wikipedia.org/wiki/Sylvester_Antolak,Q7660762,1916-09-10,1944-05-24,,,confirmed,10118,10118,"27 years, 257 days",soldier,,,,,,,
"Friedrich-Karl ""Tutti"" Müller",German World War II fighter pilot,https://en.wikipedia.org/wiki/Friedrich-Karl_%22Tutti%22_M%C3%BCller,Q4310045,1916-12-25,1944-05-29,,,confirmed,10017,10017,"27 years, 156 days",aircraft pilot; military personnel,,,,,,,
Martin Möbus,German officer and Knight's Cross recipient,https://en.wikipedia.org/wiki/Martin_M%C3%B6bus,Q6776243,1917-05-09,1944-06-02,,,confirmed,9886,9886,"27 years, 24 days",aircraft pilot,,,,,,,
Eddie Gatto,American football player,https://en.wikipedia.org/wiki/Eddie_Gatto,Q107476115,1916-12-26,1944-06-09,,,confirmed,10027,10027,"27 years, 166 days",American football player,,,,,,,
Andrew Mynarski,Recipient of the Victoria Cross,https://en.wikipedia.org/wiki/Andrew_Mynarski,Q4294012,1916-10-14,1944-06-13,,death in battle,confirmed,10104,10104,"27 years, 243 days",airman,,,,,,,
Alfred Günther,SS officer,https://en.wikipedia.org/wiki/Alfred_G%C3%BCnther,Q4722763,1917-04-25,1944-06-15,,,confirmed,9913,9913,"27 years, 51 days",military personnel,,,,,,,
Albert Clarke,footballer,https://en.wikipedia.org/wiki/Albert_Clarke,Q4709932,1916-12-25,1944-06-16,,,confirmed,10035,10035,"27 years, 174 days",association football player,,,,,,,
Josef Wurmheller,German officer and fighter pilot during World War II,https://en.wikipedia.org/wiki/Josef_Wurmheller,Q98060,1917-05-04,1944-06-22,,,confirmed,9911,9911,"27 years, 49 days",fighter pilot,,,,,,,
Børge Johannes Lauritsen,Danish resistance member,https://en.wikipedia.org/wiki/B%C3%B8rge_Johannes_Lauritsen,Q18639429,1916-10-22,1944-06-23,,,confirmed,10106,10106,"27 years, 245 days",,,,,,,,
Michael Westergård Jensen,Danish resistance member,https://en.wikipedia.org/wiki/Michael_Westerg%C3%A5rd_Jensen,Q18737139,1916-10-25,1944-06-23,,,confirmed,10103,10103,"27 years, 242 days",merchant,,,,,,,
Nathan Baskind,US WWII Veteran,https://en.wikipedia.org/wiki/Nathan_Baskind,Q131685234,1916,1944-06-23,,,possible,10036,10401,"27 years, 175 days to 28 years, 174 days",first lieutenant; military personnel,,,,,,,
George Bray McMillan,USAAF fighter pilot,https://en.wikipedia.org/wiki/George_Bray_McMillan,Q53836043,1916-10-13,1944-06-24,,,confirmed,10116,10116,"27 years, 255 days",military officer,,,,,,,
Helmut Leicht,German officer and Knight's Cross recipient,https://en.wikipedia.org/wiki/Helmut_Leicht,Q5709687,1916-11-02,1944-06-26,,,confirmed,10098,10098,"27 years, 237 days",,,,,,,,
Kazimierz Brenner,Polish saddler,https://en.wikipedia.org/wiki/Kazimierz_Brenner,Q111273446,1917-06-01,1944-06-26,,death in battle,confirmed,9887,9887,"27 years, 25 days",saddler,,,,,,,
Mirza Gelovani,Georgian poet,https://en.wikipedia.org/wiki/Mirza_Gelovani,Q3653273,1917-03-02,1944-06-26,,,confirmed,9978,9978,"27 years, 116 days",poet,,,,,,,
Hans-Jürgen Hellriegel,German World War II U-boat commander,https://en.wikipedia.org/wiki/Hans-J%C3%BCrgen_Hellriegel,Q89717,1917-06-16,1944-07-02,,,confirmed,9878,9878,"27 years, 16 days",military personnel,,,,,,,
George Jordan,British association football player,https://en.wikipedia.org/wiki/George_Jordan_(footballer),Q55639782,1917,1944-07-08,,,possible,9686,10050,"26 years, 190 days to 27 years, 189 days",association football player,,,,,,,
Heinz Bielfeld,German navy officer and world war II U-boat commander,https://en.wikipedia.org/wiki/Heinz_Bielfeld,Q10294316,1916-08-30,1944-07-11,,,confirmed,10177,10177,"27 years, 316 days",Marineoffizier; soldier; submariner,,,,,,,
Izidor Kovárik,Slovak flyer,https://en.wikipedia.org/wiki/Izidor_Kov%C3%A1rik,Q4180507,1917-03-29,1944-07-11,,accidental death,confirmed,9966,9966,"27 years, 104 days",military personnel,,,,,,,
Angela Brecelj,Slovenian shop assistant and martyr,https://en.wikipedia.org/wiki/Angela_Brecelj,Q130396032,1916-10-07,1944-07-12,homicide by firearm,homicide,confirmed,10140,10140,"27 years, 279 days",shop assistant,,,,,,,
Rudolf Bayer,German officer and Knight's Cross recipient,https://en.wikipedia.org/wiki/Rudolf_Bayer_(soldier),Q7377145,1917-03-10,1944-07-14,,,confirmed,9988,9988,"27 years, 126 days",,,,,,,,
Shigeo Arai,swimmer,https://en.wikipedia.org/wiki/Shigeo_Arai,Q282899,1916-08-08,1944-07-19,,,confirmed,10207,10207,"27 years, 346 days",swimmer,,,,,,,
Ignazio Vian,Italian officer,https://en.wikipedia.org/wiki/Ignazio_Vian,Q3792381,1917-02-09,1944-07-22,hanging to death,,confirmed,10025,10025,"27 years, 164 days",military personnel; partisan,,,,,,,
George W. G. Boyce Jr.,United States Army Medal of Honor recipient,https://en.wikipedia.org/wiki/George_W._G._Boyce_Jr.,Q15995847,1916-10-10,1944-07-23,,,confirmed,10148,10148,"27 years, 287 days",military personnel,,,,,,,
Leon Vance,United States Air Force Medal of Honor recipient,https://en.wikipedia.org/wiki/Leon_Vance,Q6524935,1916-08-11,1944-07-26,,,confirmed,10211,10211,"27 years, 350 days",military personnel,,,,,,,
Horst Trebes,German paratrooper and Knight's Cross recipient,https://en.wikipedia.org/wiki/Horst_Trebes,Q1630012,1916-10-22,1944-07-29,,,confirmed,10142,10142,"27 years, 281 days",paratrooper,,,,,,,
Gazanfar Akbarov,Soviet military personnel,https://en.wikipedia.org/wiki/Gazanfar_Akbarov,Q4059781,1917-04-04,1944-08-03,,,confirmed,9983,9983,"27 years, 121 days",military personnel,,,,,,,
"Hans Albrecht, Hereditary Prince of Schleswig-Holstein",Hereditary Prince of Schleswig-Holstein,"https://en.wikipedia.org/wiki/Hans_Albrecht,_Hereditary_Prince_of_Schleswig-Holstein",Q5649733,1917-05-12,1944-08-10,,,confirmed,9952,9952,"27 years, 90 days",aristocrat,,,,,,,
Josef Moser,Austrian cyclist,https://en.wikipedia.org/wiki/Josef_Moser_(cyclist),Q17388591,1917-01-24,1944-08-18,,,confirmed,10068,10068,"27 years, 207 days",sport cyclist,,,,,,,
Mikhail Adamovich Ivasik,Hero of the Soviet Union,https://en.wikipedia.org/wiki/Mikhail_Ivasik,Q15067328,1917-05-01,1944-08-18,,,confirmed,9971,9971,"27 years, 109 days",military personnel,,,,,,,
Sid Gueran,English footballer,https://en.wikipedia.org/wiki/Sid_Gueran,Q10475382,1916-10-02,1944-08-19,,,confirmed,10183,10183,"27 years, 322 days",association football player,,,,,,,
"Charles Hope Petty-Fitzmaurice, 7th Marquess of Lansdowne",British noble,"https://en.wikipedia.org/wiki/Charles_Petty-Fitzmaurice,_7th_Marquess_of_Lansdowne",Q1065765,1917-01-09,1944-08-20,,death in battle,confirmed,10085,10085,"27 years, 224 days",military personnel; politician,,,,,,,
Johannes Jakobs,Association footballer,https://en.wikipedia.org/wiki/Johannes_Jakobs,Q778793,1917-07-01,1944-08-24,,,confirmed,9916,9916,"27 years, 54 days",association football player,,,,,,,
Teresio Martinoli,Italian flying ace,https://en.wikipedia.org/wiki/Teresio_Vittorio_Martinoli,Q348750,1917-03-26,1944-08-25,aircraft crash,accidental death,confirmed,10014,10014,"27 years, 152 days",aircraft pilot,,,,,,,
Cy Gray,George Cross recipient,https://en.wikipedia.org/wiki/Cy_Gray,Q5197308,1917,1944-08-27,,,possible,9736,10100,"26 years, 240 days to 27 years, 239 days",military personnel,,,,,,,
Erich Olboeter,SS officer,https://en.wikipedia.org/wiki/Erich_Olboeter,Q5388078,1917-07-26,1944-09-02,,,confirmed,9900,9900,"27 years, 38 days",,,,,,,,
George D. Keathley,United States Army Medal of Honor recipient,https://en.wikipedia.org/wiki/George_D._Keathley,Q5538307,1917-03-10,1944-09-14,,,confirmed,10050,10050,"27 years, 188 days",military personnel,,,,,,,
